"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
820,0,1619,19,1,0,/videos/143933380,"Open TV Presents: Southern for Pussy",283,2015-10-28T22:38:55+00:00,Array,0,54,127,104870,193112,0
792,0,2971,82,2,0,/videos/158069617,"Full Out -- Episode 4",566,2016-03-07T19:39:45+00:00,Array,0,73,402,319113,433279,0
717,2,2883,313,0,0,/videos/172604203,"Brujos (2017) -- Teaser Scenes",202,2016-06-28T16:29:17+00:00,Array,0,82,161,116104,140573,0
453,0,1707,26,4,0,/videos/164959147,"Open TV Presents: Lipstick City by Shea Couleé",556,2016-05-02T05:50:23+00:00,Array,0,59,319,144778,243514,0
289,0,1267,92,0,0,/videos/147648438,"Full Out -- Season One Trailer",105,2015-12-02T21:48:19+00:00,Array,0,72,73,21307,29354,0
278,0,835,34,1,0,/videos/152854976,"Full Out -- Episode 1",903,2016-01-24T03:25:13+00:00,Array,0,65,570,158663,242153,0
219,0,2053,21,1,0,/videos/154795991,"Full Out -- Episode 2",1349,2016-02-09T23:59:39+00:00,Array,0,75,980,214784,284639,0
216,0,1358,78,0,0,/videos/175566185,"The Basic Tea on Brujos",282,2016-07-20T15:44:38+00:00,Array,0,67,179,38679,56964,0
210,0,470,27,1,0,/videos/160115755,"Full Out -- Episode 5",1202,2016-03-23T16:14:37+00:00,Array,0,77,919,193079,249019,0
196,0,2035,24,1,0,/videos/156421353,"Full Out -- Episode 3",688,2016-02-23T15:24:23+00:00,Array,0,80,539,105836,131508,0
102,0,262,25,0,0,/videos/177457277,"Two Queens in a Kitchen - Official Trailer",83,2016-08-03T19:32:34+00:00,Array,0,67,45,4635,6888,0
83,0,292,15,1,0,/videos/121810540,"You're So Talented, Chapter One",341,2015-03-10T18:04:57+00:00,Array,0,70,229,19049,26962,0
55,0,102,1,0,0,/videos/164162980,"Bronx Cunt Tour -- Episode 5",1086,2016-04-25T21:07:23+00:00,Array,0,49,227,12488,24978,0
54,0,307,1,0,0,/videos/146666127,"Open TV Presents: Let Go and Let God",1376,2015-11-23T17:13:07+00:00,Array,0,50,628,33930,67524,0
54,0,94,5,0,0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459,2015-03-24T18:39:13+00:00,Array,0,74,303,16407,22075,0
50,1,835,11,1,0,/videos/143466703,"You're So Talented: Season 2 Official Trailer",119,2015-10-24T13:58:49+00:00,Array,0,70,78,3942,5593,0
