"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4,0,18,3,0,0,/videos/11577487,"The Algebra Project",86,2010-05-08T15:21:03+00:00,Array,0,98,63,255,344,0
2,0,16,1,0,0,/videos/11588116,"Project Basho",129,2010-05-09T02:35:04+00:00,Array,0,51,66,132,258,0
1,0,16,2,0,0,/videos/11588056,"A Day at the Plant",331,2010-05-09T02:28:43+00:00,Array,0,99,660,660,662,0
1,0,3,1,0,0,/videos/111191333,"vogua kiam",255,2014-11-07T09:27:00+00:00,Array,0,100,255,255,255,0
1,0,22,0,0,0,/videos/28078430,"Philadelphia Voices of Pride",129,2011-08-23T21:42:52+00:00,Array,0,6,8,8,129,0
1,0,18,0,0,0,/videos/11577839,"Senegal: Sights, Sounds and Struggles",286,2010-05-08T15:44:57+00:00,Array,0,46,132,132,286,0
1,1,10,0,0,0,/videos/25944002,"Michaela Angela Davis on Race and Fashion: ""Color is a Distraction""",230,2011-07-03T22:21:57+00:00,Array,0,84,193,193,229,0
1,0,4,0,0,0,/videos/25942704,"Michaela Angela Davis on 1980s New York: ""The Aliens Had Landed""",131,2011-07-03T21:39:04+00:00,Array,0,0,0,0,130,0
1,0,26,0,0,0,/videos/10225370,"Artspace Underground, February 2010",376,2010-03-17T04:45:04+00:00,Array,0,85,322,322,375,0
1,0,15,0,0,0,/videos/13692827,"Pay Day",1586,2010-07-28T02:28:12+00:00,Array,0,2,39,39,1586,0
1,0,8,0,0,0,/videos/9768044,"FAME: Kade Style (Anniversary Cut!)",627,2010-02-26T21:33:50+00:00,Array,0,16,104,104,626,0
1,0,7,0,0,0,/videos/23215153,"A Conversation with Michaela Angela Davis at the Urban Catwalk",108,2011-05-03T15:54:14+00:00,Array,0,27,30,30,108,0
0,0,2,0,0,0,/videos/25696666,"Caroline Weber on Daphne Guinness, Marie Antoinette and the Peril of the Living Mannequin",2070,2011-06-28T03:17:50+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/23781129,Untitled,197,2011-05-16T03:41:49+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/25948268,"Michaela Angela Davis and The Urban Catwalk: Style, Race and Counterculture",1761,2011-07-04T01:16:20+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/25913498,"Michaela Angela Davis: Did Hip Hop Sell Out to the Fashion Industry?",104,2011-07-02T22:33:11+00:00,Array,0,0,0,0,0,0
0,0,6,0,0,0,/videos/16589287,"It Goes Unsaid",216,2010-11-07T17:28:53+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/21354435,"Scenes from the urban catwalk",2702,2011-03-22T17:16:55+00:00,Array,0,0,0,0,0,0
0,0,15,0,0,0,/videos/11587726,"Spike Lee with Talk Radio News",119,2010-05-09T02:03:33+00:00,Array,0,0,0,0,0,0
0,0,16,0,0,0,/videos/11587706,"Military Sexual Trauma",1610,2010-05-09T02:02:01+00:00,Array,0,0,0,0,0,0
0,0,16,0,0,0,/videos/11578516,"Talk Radio News - Dennis Kucinich",381,2010-05-08T16:22:50+00:00,Array,0,0,0,0,0,0
"
",,,,,,,,,,,,,,,,
