"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
5842,0,15948,739,11,0,/videos/152854976,"Full Out -- Episode 1",903,2016-01-24T03:25:13+00:00,Array,0,18331668,157881007,922340844978,5276519,0
2785,0,5613,380,5,0,/videos/154795991,"Full Out -- Episode 2",1349,2016-02-09T23:59:39+00:00,Array,0,77,990,2758717,3788174,0
1784,0,8119,908,0,0,/videos/147648438,"Full Out -- Season One Trailer",105,2015-12-02T21:48:19+00:00,Array,0,83,82,146957,187090,0
1580,0,3274,58,1,0,/videos/143933380,"Open TV Presents: Southern for Pussy",283,2015-10-28T22:38:55+00:00,Array,0,70,124,196978,451685,0
1226,0,2275,129,5,0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521,2016-02-04T16:44:07+00:00,Array,0,62,300,368013,634381,0
1099,0,2300,190,3,0,/videos/156421353,"Full Out -- Episode 3",688,2016-02-23T15:24:23+00:00,Array,0,76,518,569411,801207,0
560,0,1097,55,1,0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668,2016-02-18T14:25:09+00:00,Array,0,63,387,216885,371040,0
341,0,856,81,2,0,/videos/121810540,"You're So Talented, Chapter One",341,2015-03-10T18:04:57+00:00,Array,0,76,245,83567,116182,0
243,0,447,40,1,0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459,2015-03-24T18:39:13+00:00,Array,0,80,330,80275,112455,0
231,0,530,77,3,0,/videos/143466703,"You're So Talented: Season 2 Official Trailer",119,2015-10-24T13:58:49+00:00,Array,0,76,81,18871,27394,0
170,0,252,22,2,0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397,2015-04-07T22:23:45+00:00,Array,0,82,320,54508,67844,0
161,0,321,20,2,0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295,2015-04-13T17:46:12+00:00,Array,0,79,229,36888,48594,0
150,0,232,19,2,0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477,2015-06-03T14:13:37+00:00,Array,0,84,387,58087,71043,0
144,0,216,23,1,0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292,2015-05-05T15:32:57+00:00,Array,0,83,241,34727,43760,0
135,0,202,17,2,0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266,2015-05-19T23:04:13+00:00,Array,0,84,216,29236,35597,0
66,0,236,5,0,0,/videos/146666127,"Open TV Presents: Let Go and Let God",1376,2015-11-23T17:13:07+00:00,Array,0,50,497,32842,89410,0
47,1,198,3,0,0,/videos/150002138,"Futurewomen: The Quest -- Episode 3",842,2015-12-25T07:13:40+00:00,Array,0,34,209,9857,38888,0
29,0,99,0,0,0,/videos/134807299,"Open TV Presents: Nupita Obama Creates Vogua",731,2015-07-29T04:46:53+00:00,Array,0,59,452,13109,21918,0
26,0,109,0,0,0,/videos/136670475,"Futurewomen, The Origins -- Episode 1",805,2015-08-18T23:17:14+00:00,Array,0,25,182,4740,20108,0
18,0,149,4,0,0,/videos/121910493,"Teaser -- Nupita Obama Creates Vogua",55,2015-03-11T16:54:25+00:00,Array,0,80,44,792,1032,0
18,0,91,0,0,0,/videos/140615202,"Futurewomen, The Characters -- Episode 2",915,2015-09-28T02:11:20+00:00,Array,0,34,280,5048,17385,0
15,0,73,12,0,0,/videos/145222124,"Two Queens in Kitchen - Teaser One",16,2015-11-10T02:06:53+00:00,Array,0,89,13,204,229,0
6,0,32,1,0,0,/videos/132485814,"Open TV Presents: Nupita Obama Creates Vogua Trailer",47,2015-07-02T22:30:04+00:00,Array,0,85,40,241,282,0
5,0,59,1,0,0,/videos/136578747,"Introducing Isis of #Futurewomen",263,2015-08-18T04:14:52+00:00,Array,0,52,110,553,1312,0
4,0,58,2,0,0,/videos/136577953,"Introducing Althea of #Futurewomen",107,2015-08-18T03:58:39+00:00,Array,0,82,66,264,428,0
4,0,23,2,0,0,/videos/134753960,"#NupitaObama Creates Vogua Premiere: Pilsen",73,2015-07-28T17:24:03+00:00,Array,0,58,42,170,291,0
3,0,14,2,0,0,/videos/126751017,"Teaser -- Futurewomen, an alternate reality series by Honey Pot Performance",47,2015-05-03T21:57:12+00:00,Array,0,83,39,118,141,0
3,0,34,0,0,0,/videos/130134667,"Introducing Open TV (beta) at TEDx Northwestern",1039,2015-06-08T19:28:36+00:00,Array,0,0,0,0,5195,0
3,0,17,0,0,0,/videos/133452075,"#NupitaObama Creates Vogua Premiere: Lakeview",77,2015-07-14T14:04:01+00:00,Array,0,14,7,23,231,0
2,0,54,0,0,0,/videos/135381918,"Introducing Wonder of #Futurewomen",83,2015-08-04T17:50:40+00:00,Array,0,26,21,43,164,0
2,0,59,1,0,0,/videos/136579050,"Introducing Peppa of #Futurewomen",187,2015-08-18T04:21:15+00:00,Array,0,54,101,203,374,0
2,0,22,1,0,0,/videos/11577487,"The Algebra Project",86,2010-05-08T15:21:03+00:00,Array,0,77,66,133,172,0
2,0,19,0,0,0,/videos/134346192,"#NupitaObama Creates Vogua Premiere: Wicker Park",98,2015-07-23T20:27:08+00:00,Array,0,59,58,117,293,0
1,0,4,0,0,0,/videos/9768044,"FAME: Kade Style (Anniversary Cut!)",627,2010-02-26T21:33:50+00:00,Array,0,71,450,450,627,0
1,0,22,0,0,0,/videos/11588116,"Project Basho",129,2010-05-09T02:35:04+00:00,Array,0,22,29,29,129,0
1,0,22,0,0,0,/videos/13692827,"Pay Day",1586,2010-07-28T02:28:12+00:00,Array,0,5,80,80,1586,0
0,0,22,0,0,0,/videos/11587706,"Military Sexual Trauma",1610,2010-05-09T02:02:01+00:00,Array,0,0,0,0,0,0
0,0,23,0,0,0,/videos/11587726,"Spike Lee with Talk Radio News",119,2010-05-09T02:03:33+00:00,Array,0,0,0,0,0,0
