Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Project ID
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count),"Lifetime: The number of stories created about your Page post, by action type. (Total Count)",,,
357045034501999_574488276091006,https://www.facebook.com/weareotv/posts/574488276091006,"Open TV Re-presents: Filipino Fusions, a cooking show by Kiam Marcelo Junio, star of Open TV Presents: Nupita Obama Creates Vogua! 

In this show Kiam hosts as Jerry Blosson and shows us how to make Filipino food with a vegan twist.

If you like the recipes purchase the book! A beautiful edition with original poetry and designs: http://etsy.me/2iOk7Tx",Link,,,12/31/2016 08:00:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,,OTV|FF|ANO|NOCV
357045034501999_574467166093117,https://www.facebook.com/weareotv/posts/574467166093117,Did you know our boos for life over at VAM presented Kissing Walls season one? #OpenTVCommunity strong 💪🏾. Creating ecosystems for us to all thrive is so important. ✨,Link,,,12/30/2016 12:14:12 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,1.0,None
357045034501999_574437099429457,https://www.facebook.com/weareotv/posts/574437099429457,"Open TV Re-presents: Kissing Walls, written, produced, and directed by Zak Payne.

Kissing Walls is a 3-part comedy that explores work, sex, and friendship between queer 20-somethings in Chicago.",Link,,,12/30/2016 10:00:59 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,,OTV
357045034501999_574073582799142,https://www.facebook.com/weareotv/posts/574073582799142,"Open TV Re-Presents: Melody Set Me Free

Years before Empire, another black queer producer, Kalup Linzy, wrote and produced a drama series about empire set in the world of music and featuring an original soundtrack. Linzy uploaded his epic narrative Melody Set Me Free to YouTube in 2010, following a 2007 short film of the same name. 

He released three seasons, totaling over two and a half hours of drama: the first independently, presented on YouTube in four separate episodes, and the next two shot at MoMA The Museum of Modern Art PS1, produced by James Franco's Rabbit Bandini Productions company and released as one “feature edit” on YouTube.

Watch Melody Sets Me Free, Seasons 1-3 now:",Link,,,12/29/2016 11:28:54 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,,OTV|MSMF|MSMF
357045034501999_574059546133879,https://www.facebook.com/weareotv/posts/574059546133879,"Open TV Re-Presents : Melody Set Me Free, written, directed, edited, produced, and all voices by Kalup Linzy.

Set in a record label ran by dame diva KK Queen (played by Linzy), Patience O'Brien (also played by Linzy) continues her journey of being in love and singing. However, she soon realizes it is not the dream she dreamt.",Link,,,12/29/2016 11:06:50 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OTV|MSMF
357045034501999_573423199530847,https://www.facebook.com/weareotv/posts/573423199530847:0,"Help us create a more beautiful world, starting with a beautiful kitchen. Filming for Two Queens In a Kitchen: Season Two is in the works and we want to feature your art on set. Queer creators of color to the front of the line! 

Deadline to submit is January 5th, 2017. If interested, please fill out this google form: https://goo.gl/forms/r5Oa1uxROYSmfpYd2
Email us at developer@weareopen.tv with any questions!",Photo,,,12/28/2016 09:00:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.0,,TQIK
357045034501999_573422909530876,https://www.facebook.com/weareotv/posts/573422909530876,"Open TV Re-presents: Outtakes TV, created by Sylvan Oswald

&quot;Outtakes came out of a moment of frustration with the American Theater, where I'd come up as a playwright. In 2013 the conversation around trans artists and trans content was even less developed than it is now. I felt like I was having trouble being heard.&quot; -Oswald

Read more on the creation of Outtakes below:",Link,,,12/28/2016 08:18:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,,OTV|OT|OT
357045034501999_573422529530914,https://www.facebook.com/weareotv/posts/573422529530914,"Open TV Re-presents: Outtakes TV, created by Sylvan Oswald

Outtakes is a lo-fi web series about two trans guys. It is based on the genre of the transition video, videos created by people in the process of transitioning their gender. These videos, created all over the world in bedrooms and living rooms on laptops and webcams, are a way for trans* people to share experiences and information, and to feel less isolated by reaching out and building community online.",Link,,,12/28/2016 07:00:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,,OTV|OT|OT
357045034501999_573369579536209,https://www.facebook.com/weareotv/posts/573369579536209,Trailer Premiere: Season 2 of Michaela Coel’s Award-Winning Comedy Series ‘Chewing Gum’ Returns in January,Link,,,12/27/2016 04:14:02 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18.0,1.0,None
357045034501999_573357719537395,https://www.facebook.com/weareotv/posts/573357719537395:0,"Help us create a more beautiful world, starting with a beautiful kitchen. Filming for Two Queens In a Kitchen: Season Two is in the works and we want to feature your art. Queer creators of color to the front of the line! 

Deadline to submit is January 5th, 2017. If interested, please fill out this google form: http://bit.ly/2huOrTc
Email us at developer@weareopen.tv with any questions!",Photo,,,12/27/2016 03:11:23 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22.0,3.0,TQIK
357045034501999_573334446206389,https://www.facebook.com/weareotv/posts/573334446206389,"Introducing: Open TV Re-Presents

In between the first and second cycles, we’ll be re-releasing existing web series through Open TV Re-Presents. Open TV Re-Presents is basically our “re-runs.” I’ve asked a select group of artists and producers to combine all the episodes of their series into one “binge-able” file for Open TV beta.

Why re-release series already online? While we like to think of the internet as accessible, in truth people miss interesting and great projects all the time. Algorithms hide programs from us. We get distracted with the hours of video uploaded to the web every minute, not to mention new releases in film, video games, music, art, etc. People tell me all the time they miss programs they swore their social networks would have caught. We clearly need a secondary market for indie TV.

- Aymar Jean Christian

Read on for more on Open TV Re-Presents and a reintroduction to Kissing Walls, Kalup Linzy 's 'Melody Set Me Free', Outtakes TV, and Kiam Marcelo Junio 's 'Filipino Fusions'.",Link,,,12/27/2016 01:21:08 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.0,,OTV|OTV|OTV|OTV|OTV|MSMF|OT|ANO|FF
357045034501999_571812179691949,https://www.facebook.com/weareotv/posts/571812179691949,"#OpenTVRewind - You're So Talented

&quot;Chicago is the ultimate Ensemble town.  I’m no different from the hundreds of thousands of kids that have come to Chicago over the past 30 some-odd years trying to tap into the brilliant synergy that made the world sit up and take notice of Steppenwolf Theatre Company and The Second City. 

The spirit of ensemble has become an integral part of Chicago’s cultural identity.  We [Congo Square Ensemble] were fortunate that our work at Congo Square Theatre Company caught the attention of Steppenwolf and some of the other amazing ensembles like Lookingglass Theatre Company and Jackie Taylor’s Black Ensemble Theater. 

As an actor to be recognized in Chicago, the blue collar City of Big Shoulders, for strong ensemble acting is the highest praise. The ensemble work was striking on YST in Season 1 and I am proud to be part of Season 2.&quot;

Read more about Aaron Todd Douglas, who played the role of Bea's father, in his #Spotlight below.",Link,,,12/23/2016 01:00:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,,YST
357045034501999_571809499692217,https://www.facebook.com/weareotv/posts/571809499692217,"#OpenTVRewind - You're So Talented
Season Two - Chapter Six 

In the season finale, Bea once again flirts with self-destruction and is confronted with whether she's a person that makes shit happen, or is a person that has shit happen to them.",Link,,,12/23/2016 12:00:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_571808726358961,https://www.facebook.com/weareotv/posts/571808726358961,"#OpenTVRewind - You're So Talented
Season Two - Chapter Five 

Bea and Rob finally have a run in where they speak to one another and find some resolve.",Link,,,12/23/2016 11:30:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_571807419692425,https://www.facebook.com/weareotv/posts/571807419692425,"#OpenTVRewind - You're So Talented

Season Two - Chapter Four 

In this episode, Bea has another tense run in with Renee, Rob's poetry mentor.",Link,,,12/23/2016 11:00:00 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,,YST|RN
357045034501999_571806026359231,https://www.facebook.com/weareotv/posts/571806026359231,"#OpenTVRewind - You're So Talented

Season Two - Chapter Three

In this episode, we get a deeper look into Bea's background when we meet her father.",Link,,,12/23/2016 10:33:01 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,,YST
357045034501999_571803643026136,https://www.facebook.com/weareotv/posts/571803643026136,"#OpenTVRewind - You're So Talented

Season Two - Chapter Two 

In this episode, Bea runs into some old flames- some more significant than others- and sees that no one's family is perfect.",Link,,,12/23/2016 09:43:43 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,,YST
