"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
17,0,101,10,2010-02-26,2010-02-27,0,0,0,0,0,0,0,0
7,0,20,5,2010-02-27,2010-02-28,0,0,0,0,0,0,0,0
69,0,182,26,2010-02-28,2010-03-01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-01,2010-02-02,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-02,2010-02-03,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-03,2010-02-04,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-04,2010-02-05,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-05,2010-02-06,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-06,2010-02-07,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-07,2010-02-08,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-08,2010-02-09,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-09,2010-02-10,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-10,2010-02-11,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-11,2010-02-12,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-12,2010-02-13,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-13,2010-02-14,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-14,2010-02-15,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-15,2010-02-16,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-16,2010-02-17,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-17,2010-02-18,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-18,2010-02-19,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-19,2010-02-20,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-20,2010-02-21,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-21,2010-02-22,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-22,2010-02-23,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-23,2010-02-24,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-24,2010-02-25,0,0,0,0,0,0
0,0,0,0,0,0,2010-02-25,2010-02-26,0,0,0,0,0,0
"
",,,,,,,,,,,,,
